region,ages,year,population
UT,total,2011,2814784
IA,total,1992,2818401
OH,under18,2005,2819794
PA,under18,2008,2821004
USA,total,2000,282162411
AR,total,2006,2821761
ME,under18,2008,282204
MS,total,1999,2828408
PA,under18,1991,2830059
KS,total,2009,2832704
OH,under18,2004,2836068
IA,total,1993,2836972
OH,under18,1992,2839356
PA,under18,2007,2839574
MS,total,2000,2848353
AR,total,2007,2848650
OH,under18,2003,2849573
USA,total,2001,284968955
IA,total,1994,2850746
PA,under18,2006,2850778
MS,total,2001,2852994
UT,total,2012,2854871
OH,under18,1993,2855785
NH,under18,2010,285702
MS,total,2002,2858681
KS,total,2010,2858910
PA,under18,2005,2859793
OR,total,1990,2860375
ME,under18,2007,286185
NH,under18,1992,286314
OH,under18,2002,2865674
IA,total,1995,2867373
MS,total,2003,2868312
KS,total,2011,2869548
PA,under18,1992,2873013
PA,under18,2004,2873125
AR,total,2008,2874554
OH,under18,1994,2875397
USA,total,2002,287625193
OH,under18,2001,2878123
HI,under18,1991,287871
OH,under18,1995,2879930
IA,total,1996,2880001
PA,under18,2003,2883270
OH,under18,1996,2883443
KS,total,2012,2885398
OH,under18,2000,2886585
MS,total,2004,2889010
ME,under18,2006,288945
IA,total,1997,2891119
OH,under18,1999,2893270
KS,total,2013,2893957
PA,under18,2002,2894935
OH,under18,1998,2896255
AR,total,2009,2896843
OH,under18,1997,2897375
UT,total,2013,2900872
USA,total,2003,290107933
IA,total,1998,2902872
NH,under18,1993,290409
MS,total,2006,2904978
PA,under18,2001,2905836
MS,total,2005,2905943
PA,under18,1993,2907351
NH,under18,2009,290850
IA,total,1999,2917634
PA,under18,2000,2918850
ME,under18,2005,292039
AR,total,2010,2922280
USA,total,2004,292805298
MS,total,2007,2928350
OR,total,1991,2928507
IA,total,2000,2929067
PA,under18,1999,2930193
IA,total,2001,2931997
PA,under18,1994,2932851
IA,total,2002,2934234
HI,under18,2002,293600
PA,under18,1996,2937411
AR,total,2011,2938506
PA,under18,1998,2940285
IL,under18,1990,2940837
HI,under18,2001,294133
PA,under18,1995,2941531
IA,total,2003,2941999
PA,under18,1997,2942240
HI,under18,2003,294519
MS,total,2008,2947806
ME,under18,2004,294791
AR,total,2012,2949828
HI,under18,1992,295124
HI,under18,2000,295352
IA,total,2004,2953635
USA,total,2005,295516599
NH,under18,1994,295563
MS,total,2009,2958774
AR,total,2013,2959373
NH,under18,2008,296029
IA,total,2005,2964454
ME,under18,2003,296786
MS,total,2010,2970047
MS,total,2011,2977886
HI,under18,2004,298103
NH,under18,1995,298246
IA,total,2006,2982644
USA,total,2006,298379912
HI,under18,2005,298497
ME,under18,2002,298595
MS,total,2012,2986450
IL,under18,1991,2988715
FL,under18,1990,2988807
MS,total,2013,2991207
OR,total,1992,2991755
HI,under18,2006,299313
CA,total,1990,29959515
HI,under18,1999,299680
IA,total,2007,2999212
ME,under18,2001,300088
NH,under18,1996,300161
HI,under18,2007,300207
NH,under18,2007,300918
HI,under18,2008,301094
USA,total,2007,301231207
ME,under18,2000,301407
HI,under18,1993,301473
IA,total,2008,3016734
ME,under18,1999,302321
IL,under18,2013,3023307
HI,under18,2009,302796
NH,under18,1997,302834
IA,total,2009,3032870
IL,under18,1992,3033427
HI,under18,2010,303812
USA,total,2008,304093966
ME,under18,1998,304496
FL,under18,1991,3045638
HI,under18,1998,304576
CA,total,1991,30470736
IA,total,2010,3050314
ME,under18,1997,305097
NH,under18,2006,305169
HI,under18,2011,305396
IL,under18,2012,3057042
HI,under18,2012,305981
OR,total,1993,3060367
IA,total,2011,3064102
IL,under18,1993,3066541
USA,total,2009,306771529
HI,under18,2013,307266
NH,under18,1998,307292
NH,under18,2005,307403
IA,total,2012,3075039
HI,under18,1994,307517
ME,under18,1996,307740
ME,under18,1990,308066
NH,under18,1999,308423
IL,under18,2011,3089833
IA,total,2013,3090416
ME,under18,1995,309173
NH,under18,2004,309243
USA,total,2010,309326295
HI,under18,1997,309465
CA,total,1992,30974659
ME,under18,1991,309871
HI,under18,1995,310325
NH,under18,2000,310352
ME,under18,1992,310679
ME,under18,1993,310966
IL,under18,1994,3110938
HI,under18,1996,311213
NH,under18,2003,311412
ME,under18,1994,311570
USA,total,2011,311582564
NH,under18,2001,311877
FL,under18,1992,3120439
OR,total,1994,3121264
IL,under18,2010,3122092
NH,under18,2002,312743
CA,total,1993,31274928
ID,under18,1990,313373
IL,under18,2009,3138406
USA,total,2012,313873685
CA,total,1994,31484435
OK,total,1990,3148825
IL,under18,1995,3152984
IL,under18,2008,3153401
USA,total,2013,316128839
NV,under18,1990,316406
ID,under18,1991,316732
CA,total,1995,31696582
IL,under18,2007,3170134
OK,total,1991,3175440
IL,under18,2006,3181246
OR,total,1995,3184369
IL,under18,1996,3192916
IL,under18,2005,3197318
CA,total,1996,32018834
IL,under18,2004,3211599
FL,under18,1993,3214066
OK,total,1992,3220517
IL,under18,1997,3222114
IL,under18,1998,3225252
IL,under18,2003,3225547
IL,under18,2002,3238362
IL,under18,1999,3240034
IL,under18,2001,3243617
IL,under18,2000,3244944
OR,total,1996,3247111
CA,total,1997,32486010
ID,under18,1992,324972
NV,under18,1991,325033
OK,total,1993,3252285
OK,total,1994,3280940
CT,total,1990,3291967
CA,total,1998,32987675
FL,under18,1994,3299887
CT,total,1992,3300712
CT,total,1991,3302895
OR,total,1997,3304310
CO,total,1990,3307618
OK,total,1995,3308208
CT,total,1993,3309175
CT,total,1994,3316121
CT,total,1995,3324144
CT,total,1996,3336685
ID,under18,1993,333838
OK,total,1996,3340129
CT,total,1997,3349348
CA,total,1999,33499204
OR,total,1998,3352449
CT,total,1998,3365352
FL,under18,1995,3366468
OK,total,1997,3372918
NV,under18,1992,337396
CT,total,1999,3386401
CO,total,1991,3387119
OR,total,1999,3393941
CA,total,2000,33987977
OK,total,1998,3405194
CT,total,2000,3411777
OR,total,2000,3429708
FL,under18,1996,3431695
CT,total,2001,3432835
OK,total,1999,3437148
ID,under18,1994,344242
CA,total,2001,34479458
OK,total,2000,3454365
CT,total,2002,3458749
OK,total,2001,3467100
OR,total,2001,3467937
CT,total,2003,3484336
CA,total,2002,34871843
OK,total,2002,3489080
ID,under18,1995,349248
CO,total,1992,3495939
CT,total,2004,3496094
SC,total,1990,3501155
FL,under18,1997,3502269
OK,total,2003,3504892
CT,total,2005,3506956
OR,total,2002,3513424
CT,total,2006,3517460
OK,total,2004,3525233
CA,total,2003,35253159
CT,total,2007,3527270
ID,under18,1996,353824
CT,total,2008,3545579
OR,total,2003,3547376
OK,total,2005,3548597
NV,under18,1993,354990
CA,total,2004,35574576
FL,under18,1998,3557561
CT,total,2009,3561807
OR,total,2004,3569463
SC,total,1991,3570404
ID,under18,1997,357779
CT,total,2010,3579210
CA,total,2005,35827943
CT,total,2011,3588948
CT,total,2012,3591765
OK,total,2006,3594090
CT,total,2013,3596080
CA,total,2006,36021202
FL,under18,1999,3611711
OR,total,2005,3613202
CO,total,1993,3613734
PR,total,2013,3615086
SC,total,1992,3620464
ID,under18,1998,362189
CA,total,2007,36250311
OK,total,2007,3634349
PR,total,2012,3651545
FL,under18,2000,3654880
CA,total,2008,36604337
SC,total,1993,3663314
ID,under18,1999,366689
OK,total,2008,3668976
OR,total,2006,3670883
AZ,total,1990,3684097
PR,total,2011,3686580
KY,total,1990,3694048
CA,total,2009,36961229
ID,under18,2000,370430
SC,total,1994,3705397
FL,under18,2001,3714439
OK,total,2009,3717572
PR,total,2010,3721208
KY,total,1991,3722328
OR,total,2007,3722417
CO,total,1994,3724168
ID,under18,2001,373145
CA,total,2010,37333601
PR,total,2009,3740410
SC,total,1995,3748582
OK,total,2010,3759263
ID,under18,2002,375986
PR,total,2008,3760866
KY,total,1992,3765469
CA,total,2011,37668681
NV,under18,1994,376745
OR,total,2008,3768748
FL,under18,2002,3774624
PR,total,2007,3782995
OK,total,2011,3785534
AZ,total,1991,3788576
ID,under18,2003,379241
SC,total,1996,3796200
CA,total,2012,37999878
PR,total,2006,3805214
OR,total,2009,3808600
PR,total,2000,3810605
KY,total,1993,3812206
OK,total,2012,3815780
WV,under18,2013,381678
PR,total,2001,3818774
FL,under18,2003,3820876
PR,total,2005,3821362
PR,total,2002,3823701
PR,total,2003,3826095
CO,total,1995,3826653
PR,total,2004,3826878
CA,total,2013,38332521
OR,total,2010,3837208
WV,under18,2012,384030
ID,under18,2004,384692
KY,total,1994,3849088
OK,total,2013,3850568
WV,under18,2011,385283
SC,total,1997,3859696
OR,total,2011,3867937
WV,under18,2010,387224
KY,total,1995,3887427
WV,under18,2009,389036
FL,under18,2004,3890734
OR,total,2012,3899801
WV,under18,2008,390210
WV,under18,2005,390431
WV,under18,2006,390637
WV,under18,2007,390661
AZ,total,1992,3915740
WV,under18,2004,391856
SC,total,1998,3919235
KY,total,1996,3919536
CO,total,1996,3919972
WV,under18,2003,392460
OR,total,2013,3930065
WV,under18,2002,393569
ID,under18,2005,394651
KY,total,1997,3952747
WV,under18,2001,395307
NV,under18,1995,396223
FL,under18,2005,3968178
SC,total,1999,3974682
KY,total,1998,3985391
FL,under18,2009,3997283
FL,under18,2010,3999532
FL,under18,2011,4002550
WV,under18,2000,401062
FL,under18,2012,4012421
KY,total,1999,4018053
CO,total,1997,4018293
FL,under18,2008,4018372
FL,under18,2006,4022912
SC,total,2000,4024223
FL,under18,2013,4026674
FL,under18,2007,4031098
ID,under18,2006,404753
KY,total,2000,4049021
AL,total,1990,4050055
SC,total,2001,4064995
AZ,total,1993,4065440
WV,under18,1999,406784
KY,total,2001,4068132
KY,total,2002,4089875
AL,total,1991,4099156
SC,total,2002,4107795
CO,total,1998,4116639
KY,total,2003,4117170
WV,under18,1998,412793
KY,total,2004,4146101
ID,under18,2007,415024
SC,total,2003,4150297
AL,total,1992,4154014
WV,under18,1997,418037
KY,total,2005,4182742
NV,under18,1996,419133
SC,total,2004,4210921
AL,total,1993,4214202
KY,total,2006,4219239
LA,total,1990,4221532
ID,under18,2008,422347
CO,total,1999,4226018
WV,under18,1996,422831
NY,under18,2013,4239976
AZ,total,1994,4245089
LA,total,1991,4253279
KY,total,2007,4256672
AL,total,1994,4260229
ID,under18,2009,426076
NY,under18,2012,4264694
SC,total,2005,4270150
ID,under18,2012,427177
ID,under18,2013,427781
NY,under18,1990,4281643
ID,under18,2011,428535
WV,under18,1995,428790
ID,under18,2010,428961
KY,total,2008,4289878
WV,under18,1994,429128
LA,total,1992,4293003
NY,under18,2011,4294555
AL,total,1995,4296800
NE,under18,1990,430068
LA,total,2006,4302665
LA,total,1993,4316428
KY,total,2009,4317074
NY,under18,2010,4318033
WV,under18,1993,432364
CO,total,2000,4326921
AL,total,1996,4331103
WV,under18,1992,433116
WV,under18,1991,433918
NY,under18,2009,4342926
NE,under18,1991,434525
LA,total,1994,4347481
KY,total,2010,4347698
SC,total,2006,4357847
NE,under18,1992,436378
KY,total,2011,4366869
AL,total,1997,4367935
WV,under18,1990,436797
NY,under18,2008,4372170
NY,under18,1991,4372727
LA,total,2007,4375581
LA,total,1995,4378779
KY,total,2012,4379730
MN,total,1990,4389857
NE,under18,1993,439313
KY,total,2013,4395295
LA,total,1996,4398877
AL,total,1998,4404701
NY,under18,2007,4410949
LA,total,1997,4421072
CO,total,2001,4425687
NE,under18,1994,442589
AL,total,1999,4430141
AZ,total,1995,4432499
LA,total,2008,4435586
NV,under18,1997,443626
LA,total,1998,4440344
MN,total,1991,4440859
SC,total,2007,4444110
NE,under18,1995,444418
AL,total,2000,4452173
NY,under18,2006,4457777
LA,total,1999,4460811
NY,under18,1992,4465539
AL,total,2001,4467634
NE,under18,1996,446841
LA,total,2000,4471885
NE,under18,2003,447444
NE,under18,2002,447714
LA,total,2001,4477875
AL,total,2002,4480089
NE,under18,2001,448307
NE,under18,2004,448360
NE,under18,2005,448918
CO,total,2002,4490406
LA,total,2009,4491648
MN,total,1992,4495572
LA,total,2002,4497267
NE,under18,1997,450076
NE,under18,2006,450098
AL,total,2003,4503491
NE,under18,2000,450380
NE,under18,1999,451047
NE,under18,1998,451192
NY,under18,2005,4514456
NE,under18,2007,451946
LA,total,2003,4521042
CO,total,2003,4528732
SC,total,2008,4528996
AL,total,2004,4530729
NM,under18,1990,453538
WY,total,1990,453690
NE,under18,2008,453787
NY,under18,1993,4538171
LA,total,2010,4545392
LA,total,2004,4552238
MN,total,1993,4555956
NE,under18,2009,456543
AL,total,2005,4569805
NY,under18,2004,4574065
CO,total,2004,4575013
LA,total,2011,4575197
LA,total,2005,4576628
AZ,total,1996,4586940
SC,total,2009,4589872
WY,total,1991,459260
NE,under18,2010,459621
LA,total,2012,4602134
NY,under18,1994,4605284
NE,under18,2011,460872
MN,total,1994,4610355
NM,under18,1991,461811
NY,under18,2003,4619506
LA,total,2013,4625470
NE,under18,2012,462673
AL,total,2006,4628981
CO,total,2005,4631888
SC,total,2010,4636361
NE,under18,2013,464348
NY,under18,1995,4648419
NY,under18,1998,4652140
NY,under18,2002,4652232
MN,total,1995,4660180
WY,total,1992,466251
NY,under18,1996,4667647
NY,under18,1997,4670787
NY,under18,2001,4672425
NY,under18,1999,4672587
AL,total,2007,4672840
SC,total,2011,4673509
NY,under18,2000,4687374
NV,under18,1998,469424
MN,total,1996,4712827
AL,total,2008,4718206
CO,total,2006,4720423
SC,total,2012,4723417
WY,total,1993,473081
NM,under18,1992,473176
AZ,total,1997,4736990
AL,total,2009,4757938
MN,total,1997,4763390
SC,total,2013,4774839
AL,total,2010,4785570
MD,total,1990,4799770
AL,total,2011,4801627
WY,total,1994,480283
CO,total,2007,4803868
MN,total,1998,4813412
AL,total,2012,4817528
AL,total,2013,4833722
WY,total,1995,485160
MD,total,1991,4867641
MN,total,1999,4873481
NM,under18,1993,487742
WY,total,1996,488167
AZ,total,1998,4883342
CO,total,2008,4889730
TN,total,1990,4894492
WY,total,1997,489452
WA,total,1990,4903043
WI,total,1990,4904562
TX,under18,1990,4906220
WY,total,1998,490787
WY,total,1999,491780
MD,total,1992,4923369
MN,total,2000,4933692
NV,under18,1999,493701
WY,total,2000,494300
WY,total,2001,494657
WI,total,1991,4964343
TN,total,1991,4966587
MD,total,1993,4971889
CO,total,2009,4972195
NM,under18,1994,497542
MN,total,2001,4982796
WY,total,2002,500017
TX,under18,1991,5000793
NM,under18,2003,500777
NM,under18,2004,501184
MN,total,2002,5018935
MD,total,1994,5023060
AZ,total,1999,5023823
WI,total,1992,5025398
WA,total,1991,5025624
NM,under18,2005,502612
NM,under18,2002,502779
NM,under18,2001,503404
WY,total,2003,503453
NM,under18,1995,504558
CO,total,2010,5048196
TN,total,1992,5049742
NM,under18,2006,505125
MN,total,2003,5053572
MD,total,1995,5070033
NM,under18,2013,507540
NM,under18,1996,508100
NM,under18,2000,508132
WI,total,1993,5084889
NM,under18,2007,508725
MN,total,2004,5087713
WY,total,2004,509106
TX,under18,1992,5109805
NM,under18,1999,511135
MD,total,1996,5111986
NM,under18,2008,511214
CO,total,2011,5118400
MN,total,2005,5119598
NM,under18,2012,512314
NM,under18,1998,512801
MO,total,1990,5128880
WI,total,1994,5133678
TN,total,1993,5137584
WY,total,2005,514157
NM,under18,1997,514500
NM,under18,2009,515470
MD,total,1997,5157328
NV,under18,2000,516018
AZ,total,2000,5160586
WA,total,1992,5160757
MN,total,2006,5163555
NM,under18,2011,516513
MO,total,1991,5170800
WI,total,1995,5184836
NM,under18,2010,518763
CO,total,2012,5189458
MD,total,1998,5204464
MN,total,2007,5207203
MO,total,1992,5217101
TX,under18,1993,5217899
WY,total,2006,522667
WI,total,1996,5229986
TN,total,1994,5231438
MN,total,2008,5247018
MD,total,1999,5254509
WI,total,1997,5266213
CO,total,2013,5268367
MO,total,1993,5271175
AZ,total,2001,5273477
WA,total,1993,5278842
MN,total,2009,5281203
WI,total,1998,5297673
MN,total,2010,5310337
MD,total,2000,5311034
MO,total,1994,5324497
TN,total,1995,5326936
TX,under18,1994,5331524
WI,total,1999,5332666
NV,under18,2001,534708
MN,total,2011,5347108
WY,total,2007,534876
WI,total,2000,5373999
MD,total,2001,5374691
WA,total,1994,5375161
MO,total,1995,5378247
MN,total,2012,5379646
AZ,total,2002,5396255
WI,total,2001,5406835
TN,total,1996,5416643
MN,total,2013,5420380
TX,under18,1995,5421784
MO,total,1996,5431553
MD,total,2002,5440389
WI,total,2002,5445162
WY,total,2008,546043
WI,total,2003,5479203
WA,total,1995,5481027
MO,total,1997,5481193
MD,total,2003,5496269
TN,total,1997,5499233
AZ,total,2003,5510364
WI,total,2004,5514026
MO,total,1998,5521765
NV,under18,2002,552816
AK,total,1990,553290
WI,total,2005,5546166
MD,total,2004,5546935
TX,under18,1996,5551447
IN,total,1990,5557798
MO,total,1999,5561948
WA,total,1996,5569753
TN,total,1998,5570045
WI,total,2006,5577655
MD,total,2005,5592379
WY,total,2009,559851
MO,total,2000,5607285
WI,total,2007,5610775
IN,total,1991,5616388
MD,total,2006,5627367
TN,total,1999,5638706
WI,total,2008,5640996
MO,total,2001,5641142
WY,total,2010,564222
VT,total,1990,564798
DC,total,1998,565232
AZ,total,2004,5652404
MD,total,2007,5653408
TX,under18,1997,5655482
WI,total,2009,5669264
DC,total,2005,567136
WY,total,2011,567329
IN,total,1992,5674547
WA,total,1997,5674747
MO,total,2002,5674825
DC,total,1997,567739
DC,total,2004,567754
MD,total,2008,5684965
DC,total,2003,568502
VT,total,1991,568606
WI,total,2010,5689060
NV,under18,2003,568963
AK,total,1991,570193
DC,total,1999,570220
TN,total,2000,5703719
DC,total,2006,570681
WI,total,2011,5708785
MO,total,2003,5709403
DC,total,2000,572046
DC,total,1996,572379
WI,total,2012,5724554
VT,total,1992,572751
MD,total,2009,5730388
DC,total,2002,573158
IN,total,1993,5739019
WI,total,2013,5742713
DC,total,2007,574404
DC,total,2001,574504
MO,total,2004,5747741
TN,total,2001,5750789
TX,under18,1998,5759054
WY,total,2012,576626
WA,total,1998,5769562
VT,total,1993,577748
MD,total,2010,5787193
MO,total,2005,5790300
IN,total,1994,5793526
TN,total,2002,5795918
DC,total,2008,580236
DC,total,1995,580519
WY,total,2013,582658
VT,total,1994,583836
AZ,total,2005,5839077
TX,under18,1999,5840211
MD,total,2011,5840241
WA,total,1999,5842564
MO,total,2006,5842704
TN,total,2003,5847812
IN,total,1995,5851459
MD,total,2012,5884868
AK,total,1992,588736
MO,total,2007,5887612
VT,total,1995,589003
DC,total,1994,589240
IN,total,1996,5906013
TX,under18,2000,5906301
WA,total,2000,5910512
TN,total,2004,5910809
NV,under18,2004,591314
DC,total,2009,592228
MO,total,2008,5923916
MD,total,2013,5928814
VT,total,1996,593701
DC,total,1993,595302
IN,total,1997,5955267
MO,total,2009,5961088
VT,total,1997,597239
DC,total,1992,597567
TX,under18,2001,5980187
WA,total,2001,5985722
TN,total,2005,5991057
AK,total,1993,599434
MO,total,2010,5996063
IN,total,1998,5998881
VT,total,1998,600416
DC,total,1991,600870
MO,total,2011,6010065
MA,total,1991,6018470
MA,total,1990,6022639
MO,total,2012,6024522
MA,total,1992,6028709
AZ,total,2006,6029141
AK,total,1994,603308
AK,total,1995,604412
MO,total,2013,6044171
IN,total,1999,6044970
VT,total,1999,604683
DC,total,2010,605125
WA,total,2002,6052349
DC,total,1990,605321
TX,under18,2002,6060372
MA,total,1993,6060569
AK,total,1996,608569
TN,total,2006,6088766
IN,total,2000,6091866
MA,total,1994,6095241
VT,total,2000,609618
WA,total,2003,6104115
NV,under18,2005,611595
VT,total,2001,612223
IN,total,2001,6127760
AK,total,1997,612968
TX,under18,2003,6132980
MA,total,1995,6141445
VT,total,2002,615442
IN,total,2002,6155967
AZ,total,2007,6167681
TN,total,2007,6175727
VT,total,2003,617858
WA,total,2004,6178645
MA,total,1996,6179756
DC,total,2011,619624
IN,total,2003,6196638
VT,total,2004,619920
AK,total,1998,619933
TX,under18,2004,6208259
AR,under18,1990,620933
VT,total,2005,621215
VA,total,1990,6216884
MA,total,1997,6226058
VT,total,2006,622892
IN,total,2004,6233007
VT,total,2007,623481
VT,total,2008,624151
TN,total,2008,6247411
AK,total,1999,624779
VT,total,2009,624817
WA,total,2005,6257305
VT,total,2010,625793
VT,total,2012,625953
AR,under18,1991,626212
VT,total,2011,626320
VT,total,2013,626630
UT,under18,1990,627122
MA,total,1998,6271838
IN,total,2005,6278616
AK,total,2000,627963
AZ,total,2008,6280362
TX,under18,2005,6290970
VA,total,1991,6301217
TN,total,2009,6306019
MA,total,1999,6317345
IN,total,2006,6332669
DC,total,2012,633427
AK,total,2001,633714
AZ,total,2009,6343154
NV,under18,2006,634403
TN,total,2010,6356683
ND,total,1991,635753
MA,total,2000,6361104
WA,total,2006,6370753
UT,under18,1991,637216
ND,total,1990,637685
IN,total,2007,6379599
ND,total,2002,638168
ND,total,1992,638223
AR,under18,1992,638269
ND,total,2003,638817
ND,total,2001,639062
MA,total,2001,6397634
TN,total,2011,6398361
MA,total,2005,6403290
AZ,total,2010,6408790
MA,total,2006,6410084
ND,total,1993,641216
MA,total,2004,6412281
VA,total,1992,6414307
MA,total,2002,6417206
ND,total,2000,642023
USA,under18,1990,64218512
MA,total,2003,6422565
AK,total,2002,642337
IN,total,2008,6424806
MA,total,2007,6431559
AR,under18,1993,643474
ND,total,1999,644259
TX,under18,2006,6446798
ND,total,2004,644705
ND,total,1994,644806
TN,total,2012,6454914
IN,total,2009,6459325
ND,total,2005,646089
WA,total,2007,6461587
DC,total,2013,646449
AZ,total,2011,6468796
MA,total,2008,6468967
ND,total,1998,647532
ND,total,1995,647832
AK,total,2003,648414
UT,under18,1992,648725
IN,total,2010,6489965
ND,total,2006,649422
TN,total,2013,6495978
ND,total,1997,649716
ND,total,1996,650382
VA,total,1993,6509630
GA,total,1990,6512602
IN,total,2011,6516336
MA,total,2009,6517613
ND,total,2007,652822
USA,under18,1991,65313018
IN,total,2012,6537782
AR,under18,1994,653842
NV,under18,2007,654053
AZ,total,2012,6551149
WA,total,2008,6562231
MA,total,2010,6563263
TX,under18,2007,6565872
IN,total,2013,6570902
ND,total,2008,657569
NV,under18,2011,659236
AK,total,2004,659286
VA,total,1994,6593139
NV,under18,2012,659655
MA,total,2011,6606285
NV,under18,2013,661605
NV,under18,2008,662621
KS,under18,1990,662641
AZ,total,2013,6626624
UT,under18,1993,662968
NV,under18,2010,663180
MA,total,2012,6645303
ND,total,2009,664968
USA,under18,1992,66509177
GA,total,1991,6653005
NV,under18,2009,666041
NC,total,1990,6664016
WA,total,2009,6667426
AK,total,2005,666946
VA,total,1995,6670693
TX,under18,2008,6675917
AR,under18,1995,667671
MA,total,2013,6692824
DE,total,1990,669567
KS,under18,1991,672033
UT,under18,1994,673935
WA,total,2010,6742256
ND,total,2010,674344
VA,total,1996,6750884
AK,total,2006,675302
USA,under18,1993,67594938
AR,under18,1996,677912
NC,total,1991,6784280
AR,under18,2002,678798
TX,under18,2009,6792907
AR,under18,2003,679579
AR,under18,2001,679606
UT,under18,1995,679636
AR,under18,1997,680203
AK,total,2007,680300
AR,under18,2000,680378
KS,under18,1992,680871
GA,total,1992,6817203
AR,under18,1999,681940
WA,total,2011,6821481
VA,total,1997,6829183
DE,total,1991,683080
AR,under18,2004,683166
AR,under18,1998,683637
ND,total,2011,684867
USA,under18,1994,68640936
UT,under18,1996,687078
KS,under18,1993,687262
AK,total,2008,687455
TX,under18,2010,6879014
WA,total,2012,6895318
NC,total,1992,6897214
AR,under18,2005,689787
VA,total,1998,6900918
TX,under18,2011,6931758
KS,under18,1994,693673
KS,under18,1995,694124
USA,under18,1995,69473140
DE,total,1992,694927
KS,under18,1996,696298
SD,total,1990,697101
WA,total,2013,6971406
GA,total,1993,6978240
AR,under18,2006,697842
TX,under18,2012,6985807
AK,total,2009,698895
UT,under18,1997,699528
VA,total,1999,7000174
ND,total,2012,701345
USA,under18,1996,70233512
AR,under18,2007,702737
SD,total,1991,703669
KS,under18,1997,704001
TX,under18,2013,7041986
NC,total,1993,7042818
KS,under18,2005,704689
KS,under18,2006,705277
KS,under18,2004,705456
AR,under18,2008,705725
DE,total,1993,706378
KS,under18,2003,707847
AR,under18,2009,707886
USA,under18,1997,70920738
UT,under18,1998,709386
KS,under18,2002,709416
AR,under18,2013,709866
KS,under18,1998,710402
AR,under18,2012,710471
AR,under18,2011,710576
VA,total,2000,7105817
KS,under18,2001,710923
KS,under18,2007,711005
AR,under18,2010,711947
SD,total,1992,712801
KS,under18,1999,713022
AK,total,2010,713868
KS,under18,2000,713887
USA,under18,1998,71431406
KS,under18,2008,714689
UT,under18,1999,715398
GA,total,1994,7157165
DE,total,1994,717545
IA,under18,2005,718488
IA,under18,2004,718708
NC,total,1994,7187398
IA,under18,1990,719366
USA,under18,1999,71946051
VA,total,2001,7198362
IA,under18,2003,720102
UT,under18,2000,721686
IA,under18,2006,721703
KS,under18,2009,721841
SD,total,1993,722160
AK,total,2011,723375
ND,total,2013,723393
IA,under18,2007,723632
IA,under18,2002,723685
USA,under18,2000,72376189
IA,under18,2012,723917
IA,under18,2013,724032
KS,under18,2013,724092
IA,under18,1991,724446
IA,under18,1992,724798
IA,under18,2011,725522
IA,under18,2008,725658
KS,under18,2012,726668
USA,under18,2001,72671175
KS,under18,2011,726787
UT,under18,2001,726819
IA,under18,1995,726961
IA,under18,2009,726969
IA,under18,2010,727717
KS,under18,2010,727729
IA,under18,1993,727751
IA,under18,1994,728397
IA,under18,2001,728601
VA,total,2002,7286873
IA,under18,1996,729177
USA,under18,2002,72936457
DE,total,1995,729735
IA,under18,1997,729806
IA,under18,1998,729943
AK,total,2012,730307
SD,total,1994,730790
USA,under18,2003,73100758
IA,under18,1999,732671
GA,total,1995,7328413
USA,under18,2004,73297735
IA,under18,2000,733337
UT,under18,2002,733517
MS,under18,1990,733660
NC,total,1995,7344674
AK,total,2013,735132
USA,under18,2005,73523669
USA,under18,2013,73585872
VA,total,2003,7366977
USA,under18,2012,73708179
MS,under18,2013,737432
USA,under18,2006,73757714
SD,total,1995,737926
MS,under18,1991,738911
USA,under18,2011,73902222
USA,under18,2007,74019405
UT,under18,2003,740483
DE,total,1996,740978
USA,under18,2008,74104602
USA,under18,2010,74119556
USA,under18,2009,74134167
SD,total,1996,742214
OR,under18,1990,742436
MS,under18,2012,742941
SD,total,1997,744223
SD,total,1998,746059
VA,total,2004,7475575
MS,under18,2011,747742
NC,total,1996,7500670
GA,total,1996,7501069
MS,under18,1992,750224
SD,total,1999,750413
DE,total,1997,751487
UT,under18,2004,751771
OR,under18,1991,752442
CT,under18,1990,752666
MS,under18,2010,754111
MS,under18,1993,755820
SD,total,2000,755844
MS,under18,2006,756990
VA,total,2005,7577105
SD,total,2001,757972
MS,under18,2009,758539
MS,under18,2003,759447
SD,total,2002,760020
MS,under18,2004,760410
MS,under18,2008,760572
MS,under18,2005,760870
MS,under18,2007,761171
MS,under18,2002,763148
DE,total,1998,763335
SD,total,2003,763729
MS,under18,1994,763795
NC,total,1997,7656825
CT,under18,1991,766304
VA,total,2006,7673725
UT,under18,2005,767888
MS,under18,1995,767892
MS,under18,2001,768418
GA,total,1997,7685099
MS,under18,1996,769680
OR,under18,1992,770191
SD,total,2004,770396
MS,under18,1998,773721
MS,under18,2000,774353
MS,under18,1997,774832
DE,total,1999,774990
VA,total,2007,7751000
SD,total,2005,775493
MS,under18,1999,775662
NJ,total,1990,7762963
CT,under18,1992,777264
OR,under18,1993,778973
NC,total,1998,7809122
NJ,total,1991,7814676
SD,total,2006,783033
VA,total,2008,7833496
CT,under18,2013,785566
GA,total,1998,7863536
DE,total,2000,786373
NJ,total,1992,7880508
UT,under18,2006,789957
CT,under18,1993,790749
SD,total,2007,791623
VA,total,2009,7925937
OR,under18,1994,793435
NJ,total,1993,7948915
NC,total,1999,7949362
CT,under18,2012,794959
DE,total,2001,795699
