region,ages,year,population
KY,total,1990,3694048
CA,total,2009,36961229
ID,under18,2000,370430
SC,total,1994,3705397
FL,under18,2001,3714439
OK,total,2009,3717572
PR,total,2010,3721208
KY,total,1991,3722328
OR,total,2007,3722417
CO,total,1994,3724168
ID,under18,2001,373145
CA,total,2010,37333601
PR,total,2009,3740410
OK,total,2010,3759263
ID,under18,2002,375986
PR,total,2008,3760866
KY,total,1992,3765469
CA,total,2011,37668681
NV,under18,1994,376745
OR,total,2008,3768748
FL,under18,2002,3774624
PR,total,2007,3782995
OK,total,2011,3785534
AZ,total,1991,3788576
ID,under18,2003,379241
SC,total,1996,3796200
OR,total,2009,3808600
PR,total,2000,3810605
KY,total,1993,3812206
OK,total,2012,3815780
WV,under18,2013,381678
FL,under18,2003,3820876
PR,total,2005,3821362
PR,total,2002,3823701
CO,total,1995,3826653
PR,total,2004,3826878
CA,total,2013,38332521
OR,total,2010,3837208
WV,under18,2012,384030
ID,under18,2004,384692
KY,total,1994,3849088
WV,under18,2011,385283
SC,total,1997,3859696
OR,total,2011,3867937
WV,under18,2010,387224
WV,under18,2009,389036
OR,total,2012,3899801
WV,under18,2008,390210
WV,under18,2005,390431
WV,under18,2006,390637
WV,under18,2004,391856
KY,total,1996,3919536
CO,total,1996,3919972
WV,under18,2003,392460
OR,total,2013,3930065
ID,under18,2005,394651
KY,total,1997,3952747
WV,under18,2001,395307
FL,under18,2005,3968178
SC,total,1999,3974682
KY,total,1998,3985391
FL,under18,2009,3997283
FL,under18,2010,3999532
FL,under18,2011,4002550
WV,under18,2000,401062
FL,under18,2012,4012421
KY,total,1999,4018053
CO,total,1997,4018293
FL,under18,2008,4018372
SC,total,2000,4024223
FL,under18,2013,4026674
ID,under18,2006,404753
KY,total,2000,4049021
AL,total,1990,4050055
AZ,total,1993,4065440
WV,under18,1999,406784
KY,total,2001,4068132
KY,total,2002,4089875
AL,total,1991,4099156
SC,total,2002,4107795
CO,total,1998,4116639
KY,total,2003,4117170
WV,under18,1998,412793
KY,total,2004,4146101
ID,under18,2007,415024
SC,total,2003,4150297
WV,under18,1997,418037
KY,total,2005,4182742
NV,under18,1996,419133
SC,total,2004,4210921
AL,total,1993,4214202
KY,total,2006,4219239
LA,total,1990,4221532
ID,under18,2008,422347
WV,under18,1996,422831
NY,under18,2013,4239976
AZ,total,1994,4245089
LA,total,1991,4253279
KY,total,2007,4256672
ID,under18,2009,426076
SC,total,2005,4270150
ID,under18,2012,427177
ID,under18,2013,427781
NY,under18,1990,4281643
WV,under18,1995,428790
ID,under18,2010,428961
WV,under18,1994,429128
LA,total,1992,4293003
AL,total,1995,4296800
LA,total,2006,4302665
KY,total,2009,4317074
NY,under18,2010,4318033
WV,under18,1993,432364
WV,under18,1992,433116
WV,under18,1991,433918
NY,under18,2009,4342926
LA,total,1994,4347481
KY,total,2010,4347698
SC,total,2006,4357847
NE,under18,1992,436378
KY,total,2011,4366869
AL,total,1997,4367935
WV,under18,1990,436797
NY,under18,2008,4372170
NY,under18,1991,4372727
LA,total,2007,4375581
LA,total,1995,4378779
KY,total,2012,4379730
KY,total,2013,4395295
LA,total,1996,4398877
AL,total,1998,4404701
NY,under18,2007,4410949
LA,total,1997,4421072
CO,total,2001,4425687
NE,under18,1994,442589
AL,total,1999,4430141
AZ,total,1995,4432499
LA,total,2008,4435586
NV,under18,1997,443626
LA,total,1998,4440344
MN,total,1991,4440859
SC,total,2007,4444110
NE,under18,1995,444418
AL,total,2000,4452173
NY,under18,2006,4457777
LA,total,1999,4460811
NY,under18,1992,4465539
NE,under18,1996,446841
NE,under18,2002,447714
LA,total,2001,4477875
AL,total,2002,4480089
NE,under18,2001,448307
NE,under18,2004,448360
NE,under18,2005,448918
CO,total,2002,4490406
LA,total,2009,4491648
MN,total,1992,4495572
LA,total,2002,4497267
NE,under18,1997,450076
NE,under18,2006,450098
AL,total,2003,4503491
NE,under18,2000,450380
NE,under18,1999,451047
NE,under18,1998,451192
NY,under18,2005,4514456
NE,under18,2007,451946
LA,total,2003,4521042
CO,total,2003,4528732
NM,under18,1990,453538
WY,total,1990,453690
NE,under18,2008,453787
NY,under18,1993,4538171
LA,total,2004,4552238
MN,total,1993,4555956
NE,under18,2009,456543
NY,under18,2004,4574065
CO,total,2004,4575013
LA,total,2005,4576628
AZ,total,1996,4586940
SC,total,2009,4589872
NE,under18,2010,459621
LA,total,2012,4602134
NY,under18,1994,4605284
NE,under18,2011,460872
MN,total,1994,4610355
NM,under18,1991,461811
NY,under18,2003,4619506
LA,total,2013,4625470
AL,total,2006,4628981
CO,total,2005,4631888
SC,total,2010,4636361
NE,under18,2013,464348
NY,under18,1995,4648419
MN,total,1995,4660180
WY,total,1992,466251
NY,under18,1996,4667647
NY,under18,1997,4670787
NY,under18,2001,4672425
NY,under18,1999,4672587
AL,total,2007,4672840
SC,total,2011,4673509
NY,under18,2000,4687374
AL,total,2008,4718206
CO,total,2006,4720423
SC,total,2012,4723417
WY,total,1993,473081
NM,under18,1992,473176
AL,total,2009,4757938
MN,total,1997,4763390
SC,total,2013,4774839
AL,total,2010,4785570
MD,total,1990,4799770
AL,total,2011,4801627
WY,total,1994,480283
CO,total,2007,4803868
MN,total,1998,4813412
AL,total,2012,4817528
AL,total,2013,4833722
MD,total,1991,4867641
MN,total,1999,4873481
NM,under18,1993,487742
AZ,total,1998,4883342
CO,total,2008,4889730
TN,total,1990,4894492
WY,total,1997,489452
WA,total,1990,4903043
WI,total,1990,4904562
TX,under18,1990,4906220
WY,total,1999,491780
MN,total,2000,4933692
NV,under18,1999,493701
WY,total,2000,494300
WY,total,2001,494657
WI,total,1991,4964343
TN,total,1991,4966587
MD,total,1993,4971889
CO,total,2009,4972195
NM,under18,1994,497542
MN,total,2001,4982796
WY,total,2002,500017
TX,under18,1991,5000793
NM,under18,2003,500777
NM,under18,2004,501184
MN,total,2002,5018935
MD,total,1994,5023060
AZ,total,1999,5023823
WA,total,1991,5025624
NM,under18,2005,502612
NM,under18,2002,502779
NM,under18,2001,503404
NM,under18,1995,504558
TN,total,1992,5049742
NM,under18,2006,505125
MN,total,2003,5053572
MD,total,1995,5070033
NM,under18,2013,507540
NM,under18,1996,508100
WY,total,2004,509106
MD,total,1996,5111986
NM,under18,2008,511214
CO,total,2011,5118400
MN,total,2005,5119598
NM,under18,2012,512314
WI,total,1994,5133678
TN,total,1993,5137584
WY,total,2005,514157
NM,under18,1997,514500
NM,under18,2009,515470
MD,total,1997,5157328
AZ,total,2000,5160586
WA,total,1992,5160757
MN,total,2006,5163555
NM,under18,2011,516513
WI,total,1995,5184836
NM,under18,2010,518763
MD,total,1998,5204464
MO,total,1992,5217101
WY,total,2006,522667
WI,total,1996,5229986
TN,total,1994,5231438
MN,total,2008,5247018
WI,total,1997,5266213
CO,total,2013,5268367
MO,total,1993,5271175
AZ,total,2001,5273477
WA,total,1993,5278842
MN,total,2009,5281203
MN,total,2010,5310337
MO,total,1994,5324497
TN,total,1995,5326936
TX,under18,1994,5331524
WI,total,1999,5332666
NV,under18,2001,534708
MN,total,2011,5347108
WY,total,2007,534876
WI,total,2000,5373999
WA,total,1994,5375161
MO,total,1995,5378247
MN,total,2012,5379646
WI,total,2001,5406835
TN,total,1996,5416643
MN,total,2013,5420380
TX,under18,1995,5421784
MO,total,1996,5431553
MD,total,2002,5440389
WI,total,2002,5445162
WY,total,2008,546043
WA,total,1995,5481027
MD,total,2003,5496269
TN,total,1997,5499233
AZ,total,2003,5510364
WI,total,2004,5514026
NV,under18,2002,552816
AK,total,1990,553290
WI,total,2005,5546166
MD,total,2004,5546935
IN,total,1990,5557798
MO,total,1999,5561948
WA,total,1996,5569753
TN,total,1998,5570045
WY,total,2009,559851
MO,total,2000,5607285
WI,total,2007,5610775
IN,total,1991,5616388
TN,total,1999,5638706
WI,total,2008,5640996
MO,total,2001,5641142
WY,total,2010,564222
VT,total,1990,564798
DC,total,1998,565232
AZ,total,2004,5652404
MD,total,2007,5653408
WI,total,2009,5669264
DC,total,2005,567136
WY,total,2011,567329
IN,total,1992,5674547
WA,total,1997,5674747
MO,total,2002,5674825
DC,total,2004,567754
MD,total,2008,5684965
DC,total,2003,568502
WI,total,2010,5689060
NV,under18,2003,568963
AK,total,1991,570193
TN,total,2000,5703719
DC,total,2006,570681
MO,total,2003,5709403
DC,total,2000,572046
DC,total,1996,572379
VT,total,1992,572751
MD,total,2009,5730388
DC,total,2002,573158
WI,total,2013,5742713
DC,total,2007,574404
MO,total,2004,5747741
TX,under18,1998,5759054
WY,total,2012,576626
WA,total,1998,5769562
VT,total,1993,577748
MD,total,2010,5787193
MO,total,2005,5790300
IN,total,1994,5793526
TN,total,2002,5795918
DC,total,2008,580236
DC,total,1995,580519
WY,total,2013,582658
VT,total,1994,583836
TX,under18,1999,5840211
MD,total,2011,5840241
MO,total,2006,5842704
TN,total,2003,5847812
AK,total,1992,588736
MO,total,2007,5887612
VT,total,1995,589003
DC,total,1994,589240
IN,total,1996,5906013
WA,total,2000,5910512
NV,under18,2004,591314
DC,total,2009,592228
MD,total,2013,5928814
VT,total,1996,593701
DC,total,1993,595302
MO,total,2009,5961088
VT,total,1997,597239
DC,total,1992,597567
TX,under18,2001,5980187
WA,total,2001,5985722
AK,total,1993,599434
MO,total,2010,5996063
IN,total,1998,5998881
VT,total,1998,600416
DC,total,1991,600870
MO,total,2011,6010065
MA,total,1991,6018470
MA,total,1990,6022639
MO,total,2012,6024522
AZ,total,2006,6029141
AK,total,1994,603308
IN,total,1999,6044970
VT,total,1999,604683
DC,total,2010,605125
WA,total,2002,6052349
DC,total,1990,605321
TX,under18,2002,6060372
MA,total,1993,6060569
AK,total,1996,608569
MA,total,1994,6095241
VT,total,2000,609618
WA,total,2003,6104115
NV,under18,2005,611595
VT,total,2001,612223
IN,total,2001,6127760
TX,under18,2003,6132980
MA,total,1995,6141445
VT,total,2002,615442
IN,total,2002,6155967
TN,total,2007,6175727
VT,total,2003,617858
MA,total,1996,6179756
DC,total,2011,619624
IN,total,2003,6196638
AK,total,1998,619933
TX,under18,2004,6208259
VT,total,2005,621215
VA,total,1990,6216884
MA,total,1997,6226058
IN,total,2004,6233007
VT,total,2007,623481
AK,total,1999,624779
VT,total,2009,624817
WA,total,2005,6257305
VT,total,2010,625793
AR,under18,1991,626212
VT,total,2011,626320
VT,total,2013,626630
MA,total,1998,6271838
IN,total,2005,6278616
AK,total,2000,627963
AZ,total,2008,6280362
VA,total,1991,6301217
DC,total,2012,633427
AK,total,2001,633714
AZ,total,2009,6343154
NV,under18,2006,634403
ND,total,1991,635753
MA,total,2000,6361104
WA,total,2006,6370753
UT,under18,1991,637216
ND,total,2002,638168
ND,total,1992,638223
AR,under18,1992,638269
ND,total,2003,638817
ND,total,2001,639062
TN,total,2011,6398361
MA,total,2005,6403290
MA,total,2006,6410084
ND,total,1993,641216
MA,total,2004,6412281
VA,total,1992,6414307
ND,total,2000,642023
MA,total,2003,6422565
IN,total,2008,6424806
MA,total,2007,6431559
AR,under18,1993,643474
TX,under18,2006,6446798
ND,total,2004,644705
ND,total,1994,644806
TN,total,2012,6454914
IN,total,2009,6459325
ND,total,2005,646089
DC,total,2013,646449
AZ,total,2011,6468796
ND,total,1998,647532
AK,total,2003,648414
UT,under18,1992,648725
IN,total,2010,6489965
ND,total,2006,649422
TN,total,2013,6495978
ND,total,1997,649716
ND,total,1996,650382
VA,total,1993,6509630
GA,total,1990,6512602
IN,total,2011,6516336
MA,total,2009,6517613
USA,under18,1991,65313018
IN,total,2012,6537782
NV,under18,2007,654053
AZ,total,2012,6551149
WA,total,2008,6562231
MA,total,2010,6563263
IN,total,2013,6570902
ND,total,2008,657569
VA,total,1994,6593139
NV,under18,2012,659655
NV,under18,2013,661605
NV,under18,2008,662621
AZ,total,2013,6626624
UT,under18,1993,662968
NV,under18,2010,663180
MA,total,2012,6645303
USA,under18,1992,66509177
GA,total,1991,6653005
NV,under18,2009,666041
NC,total,1990,6664016
WA,total,2009,6667426
VA,total,1995,6670693
AR,under18,1995,667671
MA,total,2013,6692824
KS,under18,1991,672033
VA,total,1996,6750884
AK,total,2006,675302
USA,under18,1993,67594938
AR,under18,1996,677912
NC,total,1991,6784280
AR,under18,2002,678798
TX,under18,2009,6792907
AR,under18,2003,679579
AR,under18,2001,679606
UT,under18,1995,679636
AR,under18,1997,680203
AK,total,2007,680300
AR,under18,2000,680378
KS,under18,1992,680871
GA,total,1992,6817203
AR,under18,1999,681940
VA,total,1997,6829183
DE,total,1991,683080
AR,under18,2004,683166
ND,total,2011,684867
USA,under18,1994,68640936
UT,under18,1996,687078
KS,under18,1993,687262
AK,total,2008,687455
WA,total,2012,6895318
NC,total,1992,6897214
VA,total,1998,6900918
KS,under18,1994,693673
KS,under18,1995,694124
USA,under18,1995,69473140
SD,total,1990,697101
WA,total,2013,6971406
GA,total,1993,6978240
AR,under18,2006,697842
TX,under18,2012,6985807
AK,total,2009,698895
UT,under18,1997,699528
VA,total,1999,7000174
ND,total,2012,701345
USA,under18,1996,70233512
AR,under18,2007,702737
SD,total,1991,703669
KS,under18,1997,704001
TX,under18,2013,7041986
NC,total,1993,7042818
KS,under18,2005,704689
KS,under18,2006,705277
AR,under18,2008,705725
DE,total,1993,706378
KS,under18,2003,707847
USA,under18,1997,70920738
UT,under18,1998,709386
KS,under18,2002,709416
AR,under18,2013,709866
KS,under18,1998,710402
AR,under18,2012,710471
AR,under18,2011,710576
VA,total,2000,7105817
KS,under18,2001,710923
KS,under18,2007,711005
AR,under18,2010,711947
SD,total,1992,712801
KS,under18,2000,713887
USA,under18,1998,71431406
KS,under18,2008,714689
UT,under18,1999,715398
GA,total,1994,7157165
DE,total,1994,717545
IA,under18,2005,718488
IA,under18,2004,718708
NC,total,1994,7187398
USA,under18,1999,71946051
IA,under18,2003,720102
UT,under18,2000,721686
IA,under18,2006,721703
KS,under18,2009,721841
SD,total,1993,722160
AK,total,2011,723375
ND,total,2013,723393
IA,under18,2007,723632
IA,under18,2002,723685
USA,under18,2000,72376189
IA,under18,2012,723917
IA,under18,2013,724032
IA,under18,1991,724446
IA,under18,1992,724798
IA,under18,2011,725522
IA,under18,2008,725658
USA,under18,2001,72671175
UT,under18,2001,726819
IA,under18,2010,727717
IA,under18,1993,727751
IA,under18,2001,728601
IA,under18,1996,729177
USA,under18,2002,72936457
DE,total,1995,729735
IA,under18,1998,729943
SD,total,1994,730790
USA,under18,2003,73100758
IA,under18,1999,732671
GA,total,1995,7328413
USA,under18,2004,73297735
IA,under18,2000,733337
UT,under18,2002,733517
MS,under18,1990,733660
NC,total,1995,7344674
AK,total,2013,735132
USA,under18,2013,73585872
VA,total,2003,7366977
USA,under18,2012,73708179
USA,under18,2006,73757714
USA,under18,2011,73902222
UT,under18,2003,740483
USA,under18,2010,74119556
USA,under18,2009,74134167
SD,total,1996,742214
SD,total,1998,746059
VA,total,2004,7475575
MS,under18,2011,747742
NC,total,1996,7500670
GA,total,1996,7501069
MS,under18,1992,750224
SD,total,1999,750413
UT,under18,2004,751771
CT,under18,1990,752666
MS,under18,1993,755820
SD,total,2000,755844
MS,under18,2006,756990
VA,total,2005,7577105
SD,total,2001,757972
MS,under18,2003,759447
SD,total,2002,760020
MS,under18,2004,760410
MS,under18,2005,760870
MS,under18,2002,763148
DE,total,1998,763335
SD,total,2003,763729
MS,under18,1994,763795
NC,total,1997,7656825
UT,under18,2005,767888
MS,under18,1995,767892
MS,under18,2001,768418
GA,total,1997,7685099
SD,total,2004,770396
MS,under18,1997,774832
DE,total,1999,774990
VA,total,2007,7751000
MS,under18,1999,775662
NJ,total,1990,7762963
CT,under18,1992,777264
OR,under18,1993,778973
NJ,total,1991,7814676
SD,total,2006,783033
GA,total,1998,7863536
NJ,total,1992,7880508
CT,under18,1993,790749
SD,total,2007,791623
VA,total,2009,7925937
OR,under18,1994,793435
NJ,total,1993,7948915
NC,total,1999,7949362
CT,under18,2012,794959
DE,total,2001,795699
CA,under18,1990,7980501
SD,total,2008,799124
MT,total,1990,800204
CT,under18,1994,801231
NJ,total,1994,8014306
OR,under18,1995,806512
SD,total,2009,807067
NC,total,2000,8081614
NJ,total,1995,8083242
CT,under18,1995,808623
MT,total,1991,809680
VA,total,2011,8105850
CT,under18,1996,811855
CT,under18,2010,814187
CT,under18,1997,814373
NJ,total,1996,8149596
OR,under18,1996,816102
SD,total,2010,816211
DE,total,2003,818003
VA,total,2012,8186628
CT,under18,2009,820839
NC,total,2001,8210122
NJ,total,1997,8218808
GA,total,2000,8227303
SD,total,2011,823772
CT,under18,1998,824600
MT,total,1992,825770
VA,total,2013,8260405
CT,under18,2008,826626
NJ,total,1998,8287418
OR,under18,1997,830002
DE,total,2004,830803
NC,total,2002,8326201
SD,total,2012,834047
NJ,total,1999,8359592
OR,under18,1998,837928
CT,under18,2006,839372
OK,under18,1990,841715
PR,under18,2012,841740
CT,under18,2000,842242
NJ,total,2000,8430621
OR,under18,1999,843484
CA,under18,1992,8439647
CT,under18,2005,844034
MT,total,1993,844761
SD,total,2013,844877
CT,under18,2001,845850
OR,under18,2004,846786
OR,under18,2000,847511
OR,under18,2001,848663
CT,under18,2002,848877
CT,under18,2004,848979
OR,under18,2005,849323
OK,under18,1991,849639
OR,under18,2003,850251
OR,under18,2002,850733
GA,total,2002,8508256
CT,under18,2003,851115
NJ,total,2002,8552643
NC,total,2004,8553152
OR,under18,2006,857003
OR,under18,2013,857606
UT,under18,2009,857853
DE,total,2006,859268
MT,total,1994,861306
OR,under18,2007,862161
GA,total,2003,8622793
OK,under18,1992,862548
OR,under18,2010,865129
OR,under18,2008,865664
NJ,total,2007,8677885
NC,total,2005,8705407
UT,under18,2010,873019
GA,total,2004,8769252
UT,under18,2011,881350
CO,under18,1990,881640
NJ,total,2011,8836639
OK,under18,1995,883667
DE,total,2008,883874
OK,under18,2003,883959
OK,under18,2002,884961
OK,under18,2001,885218
OK,under18,2005,885316
MT,total,1996,886254
NJ,total,2012,8867749
OK,under18,1996,887093
UT,under18,2012,888578
MT,total,1997,889865
NC,total,2006,8917270
DE,total,2009,891730
OK,under18,2000,891847
CA,under18,1995,8920578
GA,total,2005,8925922
OK,under18,1997,893835
OK,under18,2006,894761
OK,under18,1999,895678
CO,under18,1991,896537
UT,under18,2013,896589
PR,under18,2010,896945
MT,total,1999,897508
OK,under18,1998,898501
OK,under18,2007,904328
MT,total,2001,906961
CA,under18,1996,9079519
DE,total,2011,907985
OK,under18,2008,910617
MT,total,2002,911667
NC,total,2007,9118037
CA,under18,1997,9135359
CA,under18,1998,9163238
DE,total,2012,917053
MT,total,2003,919630
PR,under18,2009,920794
CA,under18,2012,9209007
SC,under18,1990,921041
OK,under18,2009,922711
CA,under18,2011,9252336
CO,under18,1992,925577
DE,total,2013,925749
CA,under18,2000,9267089
CA,under18,2010,9284094
NC,total,2008,9309449
CA,under18,2008,9321621
CA,under18,2001,9325466
CA,under18,2007,9335620
GA,total,2007,9349988
OK,under18,2011,935714
SC,under18,1991,936122
CA,under18,2002,9365142
CA,under18,2006,9370884
MI,total,1991,9400446
MT,total,2005,940102
CA,under18,2003,9404594
CA,under18,2005,9405565
CA,under18,2004,9418497
NC,total,2009,9449566
PR,under18,2008,945705
OK,under18,2013,947027
CO,under18,1993,947806
SC,under18,1992,947868
MI,total,1992,9479065
GA,total,2008,9504843
KY,under18,1991,951512
MT,total,2006,952692
NC,total,2010,9559533
SC,under18,1993,956951
MI,total,1994,9597737
GA,total,2009,9620846
KY,under18,1992,963861
MT,total,2007,964706
NC,total,2011,9651377
CO,under18,1994,966412
MI,total,1995,9676211
GA,total,2010,9713248
NC,total,2012,9748364
SC,under18,1995,975884
MT,total,2008,976415
MI,total,1997,9809051
GA,total,2011,9810181
KY,under18,1994,981439
MT,total,2009,983982
CO,under18,1995,984310
KY,under18,1995,984486
NC,total,2013,9848060
KY,under18,1996,987062
SC,under18,1996,987576
MI,total,2010,9876149
MI,total,2013,9895622
MI,total,1999,9897116
MI,total,2009,9901591
MT,total,2010,990527
GA,total,2012,9915646
MI,total,2008,9946889
KY,under18,2000,994984
MI,total,2000,9952450
KY,under18,2002,995251
KY,under18,1999,996382
KY,under18,1998,997296
MT,total,2011,997600
KY,under18,2004,998459
KY,under18,2003,998485
MI,total,2001,9991120
GA,total,2013,9992167
PR,under18,1990,NaN
PR,under18,1994,NaN
PR,total,1991,NaN
PR,under18,1997,NaN
PR,total,1998,NaN
PR,total,1997,NaN
PR,total,1996,NaN
PR,under18,1995,NaN
PR,under18,1996,NaN
PR,total,1999,NaN
PR,total,1990,NaN
PR,total,1995,NaN
PR,under18,1991,NaN
PR,under18,1993,NaN
PR,total,1994,NaN
PR,under18,1998,NaN
PR,total,1993,NaN
